,SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
312,ADANIENT,Adani Enterprises Limited,EQ,Agm/Dividend-40%,1.0,05-Aug-2005,-,09-Aug-2005,11-Aug-2005
721,ADANIENT,Adani Enterprises Limited,EQ,Agm/Final Dividend-45%,1.0,24-Jul-2006,-,26-Jul-2006,28-Jul-2006
1136,ADANIENT,Adani Enterprises Limited,EQ,Interim Dividend-45%     Purpose Revised,1.0,22-Mar-2007,23-Mar-2007,-,-
2430,ADANIENT,Adani Enterprises Limited,EQ,Agm/Dividend - 60%,1.0,18-Sep-2008,-,20-Sep-2008,26-Sep-2008
3283,ADANIENT,Adani Enterprises Limited,EQ,Annual General Meeting And Dividend Re.1/- Per Share,1.0,12-Aug-2010,-,14-Aug-2010,21-Aug-2010
4369,ADANIENT,Adani Enterprises Limited,EQ,Dividend-Re.1/- Per Share,1.0,03-Aug-2011,-,05-Aug-2011,10-Aug-2011
5492,ADANIENT,Adani Enterprises Limited,EQ,Annual General Meeting And Dividend Re.1/- Per Share,1.0,02-Aug-2012,-,04-Aug-2012,09-Aug-2012
6540,ADANIENT,Adani Enterprises Limited,EQ,Annual General Meeting And Dividend Rs.1.40 Per Share,1.0,30-Jul-2013,-,01-Aug-2013,08-Aug-2013
7610,ADANIENT,Adani Enterprises Limited,EQ,Annual General Meeting/Dividend Rs 1.40/- Per Share,1.0,31-Jul-2014,-,02-Aug-2014,09-Aug-2014
8687,ADANIENT,Adani Enterprises Limited,EQ,Annual General Meeting/ Dividend - Rs 1.40/- Per Share,1.0,31-Jul-2015,-,04-Aug-2015,11-Aug-2015
9558,ADANIENT,Adani Enterprises Limited,EQ, Interim Dividend - Re 0.40/- Per Share (Purpose Revised),1.0,22-Mar-2016,23-Mar-2016,-,-
10873,ADANIENT,Adani Enterprises Limited,EQ, Annual General Meeting/Dividend - Re 0.40 Per Share,1.0,31-Jul-2017,-,02-Aug-2017,09-Aug-2017
11948,ADANIENT,Adani Enterprises Limited,EQ, Annual General Meeting/Dividend Re 0.40 Per Share,1.0,27-Jul-2018,-,31-Jul-2018,07-Aug-2018
13123,ADANIENT,Adani Enterprises Limited,EQ, Annual General Meeting/Dividend - Rs 0.40 Per Share,1.0,29-Jul-2019,-,31-Jul-2019,07-Aug-2019
14149,ADANIENT,Adani Enterprises Limited,EQ, Interim Dividend - Re 1 Per Share,1.0,23-Mar-2020,25-Mar-2020,-,-
15113,ADANIENT,Adani Enterprises Limited,EQ, Dividend - Re 1 Per Share,1.0,01-Jul-2021,02-Jul-2021,-,-
16493,ADANIENT,Adani Enterprises Limited,EQ,Dividend - Re 1 Per Share,1.0,14-Jul-2022,15-Jul-2022,-,-
17815,ADANIENT,Adani Enterprises Limited,EQ,Dividend - Rs 1.20 Per Share,1.0,07-Jul-2023,07-Jul-2023,-,-
19203,ADANIENT,Adani Enterprises Limited,EQ,Dividend - Rs 1.30 Per Share,1.0,14-Jun-2024,14-Jun-2024,-,-
2350,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Agm/Dividend - 15%,2.0,12-Sep-2008,-,16-Sep-2008,26-Sep-2008
3270,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Annual General Meeting And Dividend Rs.1.50 Per Share,2.0,09-Aug-2010,-,11-Aug-2010,21-Aug-2010
3859,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Interim Dividend-Re.0.50 Per Share (Purpose Revised),2.0,14-Feb-2011,15-Feb-2011,-,-
3934,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Interim Dividend-Re.0.40 Per Share (Purpose Revised),2.0,05-May-2011,06-May-2011,-,-
4996,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Interim Dividend Re.0.30 Per Share (Purpose Revised),2.0,13-Feb-2012,14-Feb-2012,-,-
5469,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Annual General Meeting/ Dividend Rs 0.70 Per Share,2.0,30-Jul-2012,-,01-Aug-2012,09-Aug-2012
6556,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Annual General Meeting And Dividend Re.1/- Per Share,2.0,30-Jul-2013,-,01-Aug-2013,08-Aug-2013
7619,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Annual General Meeting/Dividend Re 1/- Per Share,2.0,31-Jul-2014,-,02-Aug-2014,09-Aug-2014
8389,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Dividend - Rs 1.10/- Per Share,2.0,22-May-2015,-,26-May-2015,30-May-2015
9559,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ, Interim Dividend - Rs 1.10/- Per Share (Purpose Revised),2.0,22-Mar-2016,23-Mar-2016,-,-
10870,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ, Annual General Meeting/Dividend - Rs 1.30 Per Share,2.0,31-Jul-2017,-,02-Aug-2017,09-Aug-2017
11941,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ, Annual General Meeting/Dividend- Rs 2 Per Share,2.0,26-Jul-2018,-,30-Jul-2018,06-Aug-2018
13102,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ, Annual General Meeting/Dividend - Rs 0.20 Per Share,2.0,26-Jul-2019,-,30-Jul-2019,06-Aug-2019
14053,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ, Interim Dividend - Rs 3.20 Per Share,2.0,16-Mar-2020,17-Mar-2020,-,-
15086,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ, Dividend - Rs 5 Per Sh,2.0,24-Jun-2021,25-Jun-2021,-,-
16473,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Dividend - Rs 5 Per Share,2.0,14-Jul-2022,15-Jul-2022,-,-
17993,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Dividend - Rs 5 Per Share,2.0,28-Jul-2023,28-Jul-2023,-,-
19204,ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,Dividend - Rs 6 Per Share,2.0,14-Jun-2024,14-Jun-2024,-,-
298,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Agm/Dividend-40%,5.0,29-Jul-2005,-,02-Aug-2005,11-Aug-2005
729,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Agm/Dividend-45%,5.0,27-Jul-2006,-,29-Jul-2006,07-Aug-2006
1116,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Interim Dividend-30%     Purpose Revised,5.0,22-Mar-2007,24-Mar-2007,-,-
2141,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Agm/Dividend - 60%,5.0,11-Aug-2008,-,13-Aug-2008,28-Aug-2008
3069,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting And Dividend Rs.7/- Per Share,5.0,15-Jul-2010,-,17-Jul-2010,26-Jul-2010
4088,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting And Dividend Rs.3.75 Per Share,5.0,07-Jul-2011,-,09-Jul-2011,22-Jul-2011
5438,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting/Dividend Rs 4 Per Share,5.0,26-Jul-2012,-,28-Jul-2012,09-Aug-2012
6498,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting And Dividend Rs.5.50 Per Share,5.0,25-Jul-2013,-,27-Jul-2013,07-Aug-2013
7719,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting And Dividend Rs.5.75 Per Share,5.0,13-Aug-2014,-,19-Aug-2014,25-Aug-2014
8681,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting/Dividend Rs 5.75 Per Share,5.0,30-Jul-2015,-,01-Aug-2015,11-Aug-2015
9561,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ, Interim Dividend - Rs 6/- Per Share (Purpose Revised),5.0,22-Mar-2016,23-Mar-2016,-,-
11126,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ, Annual General Meeting/Dividend - Rs 6/- Per Share,5.0,07-Sep-2017,-,09-Sep-2017,20-Sep-2017
12330,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ, Annual General Meeting/Dividend- Rs 5 Per Share,5.0,12-Sep-2018,-,15-Sep-2018,27-Sep-2018
13486,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ, Annual General Meeting/Dividend - Rs 6 Per Share,5.0,12-Sep-2019,-,14-Sep-2019,27-Sep-2019
13934,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ, Interim Dividend - Rs 3.25 Per Share,5.0,25-Feb-2020,26-Feb-2020,-,-
14563,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ, Annual General Meeting/Dividend - Rs 2.75 Per Share,5.0,17-Sep-2020,-,19-Sep-2020,25-Sep-2020
15430,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ, Annual General Meeting/Dividend - Rs 3 Per Share,5.0,18-Aug-2021,-,21-Aug-2021,31-Aug-2021
16807,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting/Dividend - Rs 11.75 Per Share,5.0,18-Aug-2022,-,20-Aug-2022,25-Aug-2022
17581,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Interim Dividend - Rs  6 Per Share,5.0,24-Feb-2023,24-Feb-2023,-,-
18237,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting/Dividend - Rs 9 Per Share,5.0,18-Aug-2023,19-Aug-2023,-,-
19007,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Interim Dividend - Rs  6 Per Share,5.0,20-Feb-2024,20-Feb-2024,-,-
19725,APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,5.0,16-Aug-2024,17-Aug-2024,-,-
149,ASIANPAINT,Asian Paints Limited,EQ,Agm/Final Dividend-55%,1.0,22-Jun-2005,-,24-Jun-2005,27-Jun-2005
975,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend-55%     Purpose Revised,1.0,03-Nov-2006,06-Nov-2006,-,-
1219,ASIANPAINT,Asian Paints Limited,EQ,Agm/Dividend - 10%,1.0,13-Jun-2007,-,15-Jun-2007,26-Jun-2007
1879,ASIANPAINT,Asian Paints Limited,EQ,Agm/Dividend - 105%,1.0,12-Jun-2008,-,14-Jun-2008,24-Jun-2008
2538,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend - 65%   Purpose Revised,1.0,29-Oct-2008,31-Oct-2008,-,-
2966,ASIANPAINT,Asian Paints Limited,EQ,Annual General Meeting And Dividend Rs.18.50 Per Share,1.0,30-Jun-2010,-,03-Jul-2010,16-Jul-2010
3703,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend-Rs.8.50 Per Share (Purpose Revised),1.0,29-Oct-2010,01-Nov-2010,-,-
3984,ASIANPAINT,Asian Paints Limited,EQ,Annual General Meeting And Dividend Rs.23.50 Per Share,1.0,09-Jun-2011,-,11-Jun-2011,24-Jun-2011
4853,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend Rs.9.50 Per Share (Purpose Revised),1.0,25-Oct-2011,28-Oct-2011,-,-
5130,ASIANPAINT,Asian Paints Limited,EQ,Annual General Meeting And Dividend - Rs.30.50 Per Share,1.0,07-Jun-2012,-,09-Jun-2012,25-Jun-2012
5924,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend Rs 9.50 Per Share (Purpose Revised),1.0,29-Oct-2012,30-Oct-2012,-,-
6214,ASIANPAINT,Asian Paints Limited,EQ,Annual General Meeting / Final Dividend Rs.36.50/- Per Equity Share,1.0,06-Jun-2013,-,08-Jun-2013,24-Jun-2013
7024,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend - Rs 1.10/- Per Share,1.0,24-Oct-2013,26-Oct-2013,-,-
7359,ASIANPAINT,Asian Paints Limited,EQ,Annual General Meeting/Dividend Rs 4.20/- Per Share,1.0,16-Jun-2014,-,18-Jun-2014,26-Jun-2014
8116,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend Rs.1.80 Per Share (Purpose Revised),1.0,22-Sep-2014,23-Sep-2014,-,-
8449,ASIANPAINT,Asian Paints Limited,EQ,Annual General Meeting/ Dividend - Rs 4.30/- Per Share,1.0,24-Jun-2015,-,26-Jun-2015,03-Jul-2015
9185,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend - Rs 2.20/- Per Share (Purpose Revised),1.0,28-Oct-2015,29-Oct-2015,-,-
9672,ASIANPAINT,Asian Paints Limited,EQ, Annul General Meeting/ Dividend - Rs 5.30/- Per Share,1.0,16-Jun-2016,-,18-Jun-2016,28-Jun-2016
10281,ASIANPAINT,Asian Paints Limited,EQ, Interim Dividend Rs 2.65 Per Share (Purpose Revised),1.0,01-Nov-2016,02-Nov-2016,-,-
10601,ASIANPAINT,Asian Paints Limited,EQ, Annual General Meeting/Dividend Rs 5.65 Per Share + Special Dividend Rs 2/- Per Share,1.0,15-Jun-2017,-,17-Jun-2017,27-Jun-2017
11392,ASIANPAINT,Asian Paints Limited,EQ, Interim Dividend - Rs 2.65 Per Share (Purpose Revised),1.0,31-Oct-2017,01-Nov-2017,-,-
11698,ASIANPAINT,Asian Paints Limited,EQ, Dividend- Rs 6.05 Per Share,1.0,14-Jun-2018,-,16-Jun-2018,26-Jun-2018
12532,ASIANPAINT,Asian Paints Limited,EQ, Interim Dividend - Rs 2.85 Per Sh,1.0,29-Oct-2018,30-Oct-2018,-,-
12858,ASIANPAINT,Asian Paints Limited,EQ, Dividend Rs -7.65 Per Share,1.0,13-Jun-2019,-,15-Jun-2019,27-Jun-2019
13697,ASIANPAINT,Asian Paints Limited,EQ, Interim Dividend - Rs 3.35 Per Sh,1.0,30-Oct-2019,31-Oct-2019,-,-
13968,ASIANPAINT,Asian Paints Limited,EQ, Interim Dividend - Rs 7.15 Per Share,1.0,03-Mar-2020,04-Mar-2020,-,-
14288,ASIANPAINT,Asian Paints Limited,EQ, Annual General Meeting/Dividend - Rs  1.50 Per Share,1.0,23-Jul-2020,-,25-Jul-2020,05-Aug-2020
14680,ASIANPAINT,Asian Paints Limited,EQ, Interim Dividend - Rs 3.35 Per Share,1.0,28-Oct-2020,30-Oct-2020,-,-
15061,ASIANPAINT,Asian Paints Limited,EQ, Dividend - Rs 14.50 Per Sh,1.0,10-Jun-2021,11-Jun-2021,-,-
15881,ASIANPAINT,Asian Paints Limited,EQ, Interim Dividend - Rs 3.65 Per Share,1.0,28-Oct-2021,29-Oct-2021,-,-
16334,ASIANPAINT,Asian Paints Limited,EQ,Dividend - Rs 15.50 Per Share,1.0,09-Jun-2022,10-Jun-2022,-,-
17270,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend - Rs 4.40 Per Share,1.0,31-Oct-2022,01-Nov-2022,-,-
17719,ASIANPAINT,Asian Paints Limited,EQ,Dividend - Rs 21.25 Per Share,1.0,09-Jun-2023,09-Jun-2023,-,-
18736,ASIANPAINT,Asian Paints Limited,EQ,Interim Dividend - Rs 5.15 Per Share,1.0,03-Nov-2023,03-Nov-2023,-,-
19188,ASIANPAINT,Asian Paints Limited,EQ,Dividend - Rs 28.15 Per Share,1.0,11-Jun-2024,11-Jun-2024,-,-
551,AXISBANK,Axis Bank Limited,EQ,Agm/Dividend-35%,2.0,16-May-2006,-,18-May-2006,02-Jun-2006
1189,AXISBANK,Axis Bank Limited,EQ,Agm/Dividend-45%,2.0,17-May-2007,-,21-May-2007,01-Jun-2007
1842,AXISBANK,Axis Bank Limited,EQ,Agm/Dividend - 60%,2.0,22-May-2008,-,26-May-2008,06-Jun-2008
2672,AXISBANK,Axis Bank Limited,EQ,Agm/Dividend - 100%,2.0,14-May-2009,-,18-May-2009,01-Jun-2009
3979,AXISBANK,Axis Bank Limited,EQ,Annual General Meeting And Dividend Rs.14/- Per Share,2.0,08-Jun-2011,-,10-Jun-2011,17-Jun-2011
5141,AXISBANK,Axis Bank Limited,EQ,Annual General Meeting And Dividend Rs.16/- Per Share,2.0,14-Jun-2012,-,16-Jun-2012,22-Jun-2012
6321,AXISBANK,Axis Bank Limited,EQ,Annual General Meeting / Dividend Rs.18/- Per Equity Share,2.0,05-Jul-2013,-,09-Jul-2013,19-Jul-2013
7348,AXISBANK,Axis Bank Limited,EQ,Annual General Meeting / Dividend Rs.20/- Per Equity Share,2.0,12-Jun-2014,-,16-Jun-2014,27-Jun-2014
8489,AXISBANK,Axis Bank Limited,EQ,Annual General Meeting/Dividend Rs 4.60/- Per Share,2.0,09-Jul-2015,-,13-Jul-2015,24-Jul-2015
9704,AXISBANK,Axis Bank Limited,EQ, Annual General Meeting/ Dividend-Rs 5/- Per Share,2.0,07-Jul-2016,-,09-Jul-2016,22-Jul-2016
10646,AXISBANK,Axis Bank Limited,EQ, Annual General Meeting/Dividend - Rs 5/- Per Share,2.0,06-Jul-2017,-,08-Jul-2017,26-Jul-2017
12896,AXISBANK,Axis Bank Limited,EQ, Annual General Meeting/ Dividend - Re 1 Per Share,2.0,04-Jul-2019,-,06-Jul-2019,20-Jul-2019
16434,AXISBANK,Axis Bank Limited,EQ,Dividend - Rs 1 Per Share,2.0,07-Jul-2022,08-Jul-2022,-,-
17821,AXISBANK,Axis Bank Limited,EQ,Dividend - Re 1 Per Share,2.0,07-Jul-2023,07-Jul-2023,-,-
19323,AXISBANK,Axis Bank Limited,EQ,Dividend - Re 1 Per Share,2.0,12-Jul-2024,12-Jul-2024,-,-
1930,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Agm/Dividend - 200%,10.0,27-Jun-2008,-,01-Jul-2008,10-Jul-2008
2993,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Annual General Meeting / Dividend Rs.40/- Per Share,10.0,08-Jul-2010,-,10-Jul-2010,22-Jul-2010
4049,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Annual General Meeting And Dividend Rs.40/- Per Share,10.0,29-Jun-2011,-,01-Jul-2011,14-Jul-2011
5214,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Annual General Meeting And Dividend - Rs.45/- Per Share,10.0,05-Jul-2012,-,07-Jul-2012,18-Jul-2012
6303,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Annual General Meeting / Dividend - Rs.45/- Per Equity Share,10.0,04-Jul-2013,-,06-Jul-2013,19-Jul-2013
7398,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Annual General Meeting / Dividend - Rs 50/- Per Share,10.0,03-Jul-2014,-,05-Jul-2014,17-Jul-2014
8500,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Annual General Meeting/Dividend Rs 50/- Per Share,10.0,09-Jul-2015,-,11-Jul-2015,23-Jul-2015
9396,BAJAJ-AUTO,Bajaj Auto Limited,EQ, Interim Dividend - Rs 50/- Per Share (Purpose Revised),10.0,16-Mar-2016,17-Mar-2016,-,-
9730,BAJAJ-AUTO,Bajaj Auto Limited,EQ, Annual General Meeting/ Dividend - Rs 5/- Per Share,10.0,14-Jul-2016,-,16-Jul-2016,27-Jul-2016
10656,BAJAJ-AUTO,Bajaj Auto Limited,EQ, Annual General Meeting/Dividend - Rs 55/- Per Share,10.0,06-Jul-2017,-,08-Jul-2017,20-Jul-2017
11752,BAJAJ-AUTO,Bajaj Auto Limited,EQ, Annual General Meeting / Dividend- Rs 60 Per Share,10.0,05-Jul-2018,-,07-Jul-2018,20-Jul-2018
12929,BAJAJ-AUTO,Bajaj Auto Limited,EQ, Annual General Meeting/ Dividend - Rs 60 Per Share,10.0,11-Jul-2019,-,13-Jul-2019,26-Jul-2019
13961,BAJAJ-AUTO,Bajaj Auto Limited,EQ, Interim Dividend - Rs 120 Per Share,10.0,03-Mar-2020,04-Mar-2020,-,-
15131,BAJAJ-AUTO,Bajaj Auto Limited,EQ, Annual General Meeting/Dividend - Rs 140 Per Share,10.0,08-Jul-2021,-,10-Jul-2021,22-Jul-2021
16400,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Dividend - Rs 140 Per Share,10.0,30-Jun-2022,01-Jul-2022,-,-
17788,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Dividend - Rs 140 Per Share,10.0,30-Jun-2023,30-Jun-2023,-,-
19212,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Dividend - Rs 80 Per Share,10.0,14-Jun-2024,14-Jun-2024,-,-
1931,BAJAJFINSV,Bajaj Finserv Limited,EQ,Agm/Dividend - 20%,1.0,27-Jun-2008,-,01-Jul-2008,09-Jul-2008
3006,BAJAJFINSV,Bajaj Finserv Limited,EQ,Annual General Meeting / Dividend Re. 1 Per Share,1.0,08-Jul-2010,-,10-Jul-2010,21-Jul-2010
4041,BAJAJFINSV,Bajaj Finserv Limited,EQ,Annual General Meeting And Dividend Rs.1.25 Per Share,1.0,29-Jun-2011,-,01-Jul-2011,13-Jul-2011
5215,BAJAJFINSV,Bajaj Finserv Limited,EQ,Annual General Meeting And Dividend - Rs.1.50 Per Share,1.0,05-Jul-2012,-,07-Jul-2012,17-Jul-2012
6304,BAJAJFINSV,Bajaj Finserv Limited,EQ,Annual General Meeting / Dividend Rs.1.50/- Per Equity Share,1.0,04-Jul-2013,-,06-Jul-2013,18-Jul-2013
7399,BAJAJFINSV,Bajaj Finserv Limited,EQ,Annual General Meeting / Dividend - Rs 1.75/- Per Share,1.0,03-Jul-2014,-,05-Jul-2014,16-Jul-2014
8501,BAJAJFINSV,Bajaj Finserv Limited,EQ,Annual General Meeting/Dividend Rs 1.75 Per Share,1.0,09-Jul-2015,-,11-Jul-2015,22-Jul-2015
9397,BAJAJFINSV,Bajaj Finserv Limited,EQ, Interim Dividend - Rs 1.75/- Per Share (Purpose Revised),1.0,16-Mar-2016,17-Mar-2016,-,-
11753,BAJAJFINSV,Bajaj Finserv Limited,EQ, Annual General Meeting / Dividend- Rs 1.75 Per Share,1.0,05-Jul-2018,-,07-Jul-2018,19-Jul-2018
12930,BAJAJFINSV,Bajaj Finserv Limited,EQ, Annual General Meeting/ Dividend - Rs 2.50 Per Share,1.0,11-Jul-2019,-,13-Jul-2019,25-Jul-2019
13962,BAJAJFINSV,Bajaj Finserv Limited,EQ, Interim Dividend - Rs 5 Per Share,1.0,03-Mar-2020,04-Mar-2020,-,-
15130,BAJAJFINSV,Bajaj Finserv Limited,EQ, Annual General Meeting/Dividend - Rs 3 Per Share,1.0,08-Jul-2021,-,10-Jul-2021,21-Jul-2021
16401,BAJAJFINSV,Bajaj Finserv Limited,EQ,Dividend - Rs 4 Per Share,1.0,30-Jun-2022,01-Jul-2022,-,-
17789,BAJAJFINSV,Bajaj Finserv Limited,EQ,Dividend - Rs 0.80 Per Share,1.0,30-Jun-2023,30-Jun-2023,-,-
19242,BAJAJFINSV,Bajaj Finserv Limited,EQ,Dividend - Re 1 Per Share,1.0,21-Jun-2024,21-Jun-2024,-,-
168,BAJFINANCE,Bajaj Finance Limited,EQ,Agm/Dividend-75%,2.0,29-Jun-2005,-,01-Jul-2005,15-Jul-2005
613,BAJFINANCE,Bajaj Finance Limited,EQ,Agm/Dividend-40%,2.0,29-Jun-2006,-,01-Jul-2006,14-Jul-2006
1260,BAJFINANCE,Bajaj Finance Limited,EQ,Agm/Dividend-30%,2.0,28-Jun-2007,-,01-Jul-2007,11-Jul-2007
1925,BAJFINANCE,Bajaj Finance Limited,EQ,Agm/Dividend-10%,2.0,27-Jun-2008,-,01-Jul-2008,09-Jul-2008
2996,BAJFINANCE,Bajaj Finance Limited,EQ,Annual General Meeting And Dividend Rs.6/- Per Share,2.0,08-Jul-2010,-,10-Jul-2010,21-Jul-2010
4046,BAJFINANCE,Bajaj Finance Limited,EQ,Annual General Meeting And Dividend Rs.10/- Per Share,2.0,29-Jun-2011,-,01-Jul-2011,13-Jul-2011
5232,BAJFINANCE,Bajaj Finance Limited,EQ,Annual General Meeting And Dividend - Rs.12/- Per Share,2.0,05-Jul-2012,-,07-Jul-2012,17-Jul-2012
6306,BAJFINANCE,Bajaj Finance Limited,EQ,Annual General Meeting And Dividend Rs.15/- Per Share,2.0,04-Jul-2013,-,06-Jul-2013,18-Jul-2013
7403,BAJFINANCE,Bajaj Finance Limited,EQ,Annual General Meeting And Dividend Rs.16/- Per Share,2.0,03-Jul-2014,-,05-Jul-2014,16-Jul-2014
8490,BAJFINANCE,Bajaj Finance Limited,EQ,Annual General Meeting / Dividend - Rs 18/- Per Share,2.0,09-Jul-2015,-,11-Jul-2015,22-Jul-2015
9399,BAJFINANCE,Bajaj Finance Limited,EQ, Interim Dividend - Rs 18/- Per Share (Purpose Revised),2.0,16-Mar-2016,17-Mar-2016,-,-
9726,BAJFINANCE,Bajaj Finance Limited,EQ, Dividend Rs 7/- Per Share,2.0,14-Jul-2016,-,16-Jul-2016,26-Jul-2016
10647,BAJFINANCE,Bajaj Finance Limited,EQ, Annual General Meeting/Dividend - Rs 3.60/- Per Share,2.0,06-Jul-2017,-,08-Jul-2017,19-Jul-2017
11750,BAJFINANCE,Bajaj Finance Limited,EQ, Annual General Meeting / Dividend- Rs 4 Per Share,2.0,05-Jul-2018,-,07-Jul-2018,19-Jul-2018
12932,BAJFINANCE,Bajaj Finance Limited,EQ, Annual General Meeting/ Dividend - Rs 6 Per Share,2.0,11-Jul-2019,-,13-Jul-2019,25-Jul-2019
13969,BAJFINANCE,Bajaj Finance Limited,EQ, Interim Dividend - Rs 10 Per Share,2.0,03-Mar-2020,04-Mar-2020,-,-
15128,BAJFINANCE,Bajaj Finance Limited,EQ, Annual General Meeting/Dividend - Rs 10 Per Share,2.0,08-Jul-2021,-,10-Jul-2021,20-Jul-2021
16403,BAJFINANCE,Bajaj Finance Limited,EQ,Dividend - Rs 20 Per Share,2.0,30-Jun-2022,01-Jul-2022,-,-
17791,BAJFINANCE,Bajaj Finance Limited,EQ,Dividend - Rs 30 Per Share,2.0,30-Jun-2023,30-Jun-2023,-,-
19243,BAJFINANCE,Bajaj Finance Limited,EQ,Dividend - Rs 36 Per Share,2.0,21-Jun-2024,21-Jun-2024,-,-
385,BEL,Bharat Electronics Limited,EQ,Agm/Dividend-72%,1.0,31-Aug-2005,-,02-Sep-2005,16-Sep-2005
823,BEL,Bharat Electronics Limited,EQ,Agm/Dividend-106%,1.0,01-Sep-2006,-,05-Sep-2006,19-Sep-2006
1519,BEL,Bharat Electronics Limited,EQ,Agm/Final Dividend-140%,1.0,07-Sep-2007,-,11-Sep-2007,20-Sep-2007
2347,BEL,Bharat Electronics Limited,EQ,Agm/Dividend - 147%,1.0,12-Sep-2008,-,16-Sep-2008,29-Sep-2008
3461,BEL,Bharat Electronics Limited,EQ,Annual General Meeting And Dividend Rs.13.20 Per Share,1.0,13-Sep-2010,-,15-Sep-2010,28-Sep-2010
3816,BEL,Bharat Electronics Limited,EQ,Interim Dividend-Rs.6/- Per Share (Purpose Revised),1.0,02-Feb-2011,03-Feb-2011,-,-
4604,BEL,Bharat Electronics Limited,EQ,Annual General Meeting And Dividend - Rs.15.60 Per Share,1.0,13-Sep-2011,-,15-Sep-2011,26-Sep-2011
4957,BEL,Bharat Electronics Limited,EQ,Interim Dividend Rs.10/- Per Share (Purpose Revised),1.0,01-Feb-2012,02-Feb-2012,-,-
5677,BEL,Bharat Electronics Limited,EQ,Annual General Meeting And Dividend Rs.10.80 Per Share,1.0,07-Sep-2012,-,11-Sep-2012,21-Sep-2012
6021,BEL,Bharat Electronics Limited,EQ,Interim Dividend Rs 6 Per Share (Purpose Revised),1.0,30-Jan-2013,31-Jan-2013,-,-
